y_real,y_pred_orig,y_pred_clean,residuo_orig,residuo_clean
212000.00000000017,165001.21804565538,167887.6737036896,46998.7819543448,44112.32629631058
249000.00000000006,274873.5828209083,274194.42007581017,-25873.582820908225,-25194.420075810107
899999.9999999995,1144801.354869461,1158013.9085841107,-244801.3548694614,-258013.90858411114
49000.00000000002,130472.55570777791,130318.14015207818,-81472.55570777788,-81318.14015207815
78840.00000000004,115063.26066913409,110200.46715713851,-36223.26066913405,-31360.467157138468
235000.0,199164.27698463178,201726.82925405356,35835.72301536822,33273.17074594644
716000.0000000003,533295.2882900775,532884.1353945569,182704.71170992288,183115.86460544344
169000.00000000012,372359.18696155935,390937.19203892356,-203359.18696155923,-221937.19203892344
132499.9999999999,233892.15990500452,223525.9373768063,-101392.1599050046,-91025.9373768064
197500.0,529783.1042584449,597480.4720852505,-332283.10425844486,-399980.47208525054
989999.9999999992,1197215.031183501,1309716.957661537,-207215.03118350182,-319716.9576615378
875000.0,471513.238066499,483762.41080583126,403486.761933501,391237.58919416874
637999.9999999997,421591.1009731741,436792.7753634561,216408.89902682556,201207.22463654354
239000.00000000003,231503.57143841079,229480.8841603762,7496.428561589244,9519.115839623817
95000.00000000001,171794.07680577147,176252.9663046738,-76794.07680577146,-81252.9663046738
249000.00000000006,301837.86361900135,304483.9233010133,-52837.86361900129,-55483.923301013245
484000.0000000002,237437.21473028036,242233.31032270295,246562.7852697198,241766.68967729722
211149.99999999994,144068.79654828596,141930.08111515446,67081.20345171398,69219.91888484548
112000.00000000004,168653.56706877702,165667.0105141173,-56653.567068776974,-53667.01051411727
283500.0000000002,194901.34523896637,192292.86964166453,88598.6547610338,91207.13035833565
379000.0000000002,195449.41869498923,191681.0574389966,183550.58130501094,187318.94256100358
649999.9999999995,355347.3360939299,400883.3504337168,294652.66390606965,249116.64956628275
175000.00000000012,126665.23076824925,120842.75004044625,48334.76923175086,54157.24995955387
157500.00000000006,242686.59803514855,257452.14419999835,-85186.59803514849,-99952.14419999829
263000.0000000002,554065.2359674698,534911.8017877222,-291065.2359674696,-271911.801787722
680000.0000000003,691414.0627514152,684375.7101443914,-11414.062751414836,-4375.710144391051
99000.00000000004,230781.47892635234,240692.1683096608,-131781.47892635228,-141692.16830966074
984999.9999999994,243199.97981107212,245500.9749105799,741800.0201889273,739499.0250894194
1115000.0000000007,1092002.950948393,1103282.2942778177,22997.049051607726,11717.70572218299
158999.99999999997,255299.3835971065,253405.42647485016,-96299.38359710653,-94405.42647485019
328000.0000000002,120208.5922514105,118450.94343264571,207791.40774858967,209549.05656735448
398999.99999999977,181993.3071444483,183913.6089344662,217006.69285555146,215086.39106553356
398999.99999999977,268884.66303949815,270550.93315285613,130115.33696050162,128449.06684714364
275000.0000000002,225486.8060013596,217883.05542630272,49513.19399864058,57116.94457369746
98000.00000000003,148099.7188464285,146558.77062379345,-50099.71884642847,-48558.77062379342
235000.0,220385.16889994877,213686.27504324677,14614.831100051233,21313.724956753227
364999.99999999977,283381.2556066334,326536.99431310367,81618.74439336639,38463.0056868961
235000.0,122223.55900574377,119800.09414395796,112776.44099425623,115199.90585604204
210000.0,272535.78380407614,280709.98123240116,-62535.78380407614,-70709.98123240116
320999.9999999999,165440.45156066722,186482.3852751688,155559.54843933266,134517.61472483107
215999.99999999985,197848.97786311005,178881.47439993283,18151.022136889806,37118.52560006702
208000.00000000003,196764.83641089566,198613.67014638282,11235.16358910437,9386.329853617208
155000.00000000012,151980.28702480096,164147.22109434532,3019.7129751991597,-9147.221094345208
435999.99999999965,381949.92781957274,390634.4299322624,54050.07218042691,45365.57006773725
1200000.0000000005,832164.4597887177,910343.2121430896,367835.5402112828,289656.78785691084
71999.99999999996,113034.7816065335,105074.99944540209,-41034.78160653355,-33074.999445402136
162999.99999999988,130251.37220806704,135386.10085357018,32748.627791932842,27613.8991464297
243000.00000000003,158193.82383594284,154598.79172191856,84806.1761640572,88401.20827808147
664999.9999999995,625038.8103393294,657800.8618018548,39961.18966067012,7199.138198144734
203999.99999999985,201947.96769472182,205695.33175199022,2052.0323052780295,-1695.3317519903649
170000.00000000012,242839.6780283116,237440.89659440905,-72839.6780283115,-67440.89659440893
780000.0000000001,608492.1785188165,656991.5031348668,171507.82148118364,123008.49686513329
394000.0000000002,461447.9500996209,448627.8770519581,-67447.95009962074,-54627.87705195794
170399.9999999999,197370.75865807847,181605.6336361927,-26970.758658078557,-11205.633636192797
695000.0,660871.0617556402,667182.3028914076,34128.9382443598,27817.697108592372
297500.0000000002,238678.2942687379,254208.24020594638,58821.70573126228,43291.759794053796
445900.00000000006,374307.17180152144,386423.2661339842,71592.82819847862,59476.73386601586
396999.9999999998,450371.1109230359,419743.2610431544,-53371.11092303606,-22743.261043154576
749999.9999999998,377150.91089782474,389208.1933975287,372849.089102175,360791.80660247104
156000.0,241142.71346550662,227136.00436089296,-85142.71346550662,-71136.00436089296
1684999.9999999988,471174.23816802,502227.10491540644,1213825.7618319788,1182772.8950845925
184000.00000000015,166699.25229484035,165149.45757017832,17300.747705159796,18850.542429821828
99000.00000000004,110472.38299226004,115405.72267175687,-11472.382992259998,-16405.722671756826
244999.99999999997,232951.5058322029,244990.42505321192,12048.494167797064,9.57494678805233
185000.00000000006,286546.74752549996,279701.0032674773,-101546.7475254999,-94701.00326747727
252449.99999999994,282069.0701409436,289773.80727320357,-29619.07014094363,-37323.80727320362
133989.99999999994,167942.56164558002,163671.128138915,-33952.56164558008,-29681.128138915054
979999.9999999997,448741.83842951024,427935.13622589177,531258.1615704894,552064.8637741079
264000.00000000006,406011.7784356974,422961.48675172904,-142011.7784356973,-158961.48675172898
390000.00000000035,256963.2394348889,245186.8969775871,133036.76056511144,144813.10302241324
529000.0,413124.9232613323,394192.6485769362,115875.07673866767,134807.35142306378
249899.9999999999,210627.6680636736,202432.3367878454,39272.331936326314,47467.663212154526
170000.00000000012,168311.15727380247,166156.55910955224,1688.8427261976467,3843.440890447877
465900.0000000004,372931.308356969,385042.26930515555,92968.69164303143,80857.73069484485
131950.0000000001,158700.03997204461,159979.02816582058,-26750.039972044528,-28029.02816582049
128100.0,104423.61462277154,100977.01780779645,23676.385377228464,27122.982192203548
95000.00000000001,145971.65759805834,133052.24825423505,-50971.65759805833,-38052.24825423503
1680000.0000000005,900455.2064946014,910831.4189471422,779544.793505399,769168.5810528583
319000.0,199292.31599944303,208516.22320478587,119707.68400055697,110483.77679521413
899999.9999999995,1143395.73379238,1156546.4828525246,-243395.73379238043,-256546.48285252508
448999.99999999994,252217.63503064238,242561.21931006198,196782.36496935756,206438.78068993796
253199.9999999999,291915.37332013476,303059.11551869405,-38715.37332013485,-49859.11551869413
504000.00000000023,499834.19748560694,529168.1741496726,4165.80251439329,-25168.174149672384
287000.0000000001,199020.5475598409,203848.52839663214,87979.45244015922,83151.47160336797
191999.99999999997,156954.34334610016,157772.21932448458,35045.656653899816,34227.78067551539
157500.00000000006,290194.4151883861,291350.5143113851,-132694.41518838605,-133850.51431138505
112000.00000000004,209394.203166264,198735.9776394605,-97394.20316626395,-86735.97763946046
850000.0000000005,643911.2695381371,662637.0481475833,206088.73046186334,187362.9518524172
124000.00000000007,197403.12112119625,187989.452289489,-73403.12112119618,-63989.45228948894
398999.99999999977,356298.3738637027,373124.841409717,42701.62613629707,25875.15859028278
43999.99999999997,95989.93968760205,92657.33018597167,-51989.93968760208,-48657.3301859717
175900.0000000001,136751.91796251523,133048.71001262282,39148.082037484855,42851.28998737727
898999.9999999995,780668.4925164301,742882.0713379465,118331.50748356944,156117.92866205308
495000.0000000004,308299.58728108206,329574.1446914402,186700.41271891835,165425.8553085602
504000.00000000023,384534.40284938476,389937.50976307463,119465.59715061547,114062.4902369256
472289.9999999997,404930.60927892197,448776.16092353384,67359.39072107774,23513.83907646587
134999.99999999997,211283.21207067958,198824.2963943217,-76283.21207067961,-63824.29639432172
85500.00000000006,117330.5496568978,115719.09760938893,-31830.54965689774,-30219.097609388875
936000.0000000008,553327.584291548,573921.8772443685,382672.4157084528,362078.12275563227
68499.99999999999,138709.6820166047,139718.5794603093,-70209.68201660471,-71218.57946030931
567010.0000000002,295003.1558557189,292284.07600086584,272006.84414428135,274725.9239991344
243000.00000000003,377843.73583881697,366132.8127803818,-134843.73583881694,-123132.81278038179
283500.0000000002,222505.13188316624,232103.29862995213,60994.86811683394,51396.701370048046
199000.0000000001,142798.75350545187,150701.02294073402,56201.24649454822,48298.977059266064
357999.99999999977,527545.3053770046,512293.7675966624,-169545.30537700478,-154293.76759666263
250480.00000000003,230849.7324166212,245971.41034240276,19630.267583378823,4508.589657597273
398999.99999999977,453634.3639463232,489813.3048870931,-54634.36394632346,-90813.30488709331
940000.0000000006,760025.7499753607,1000832.3907517182,179974.25002463988,-60832.39075171761
249000.00000000006,181459.41630683115,182958.428880943,67540.58369316891,66041.57111905704
128399.9999999999,199209.01105847833,212193.4410321688,-70809.01105847843,-83793.4410321689
171000.00000000012,207765.97645813244,205403.31722132163,-36765.976458132325,-34403.317221321515
205999.99999999988,188268.58408076174,183314.73042674904,17731.41591923815,22685.269573250844
294799.99999999994,247694.6761782444,235974.7194708889,47105.32382175553,58825.28052911104
139999.9999999999,104382.27979391879,102153.98462219795,35617.720206081125,37846.01537780196
43999.99999999997,118838.91448829198,110441.95589739858,-74838.91448829201,-66441.95589739861
133774.99999999997,144355.0987514808,147411.87132638323,-10580.098751480837,-13636.871326383261
359000.00000000023,270347.37056999776,292658.21976971865,88652.62943000247,66341.78023028158
109000.0,189158.5780210613,181483.15855214116,-80158.57802106129,-72483.15855214116
790000.0000000003,529518.4205480447,557872.9317900366,260481.57945195562,232127.06820996373
116000.0000000001,155116.59718319782,168693.55398643325,-39116.59718319772,-52693.55398643315
92500.00000000007,165703.98025670127,158440.98345810568,-73203.9802567012,-65940.9834581056
235999.9999999999,194922.29326364343,201169.2055658487,41077.706736356486,34830.794434151205
146299.99999999994,194620.06297395824,184221.9272062587,-48320.062973958295,-37921.927206258755
398999.99999999977,259790.60305673783,270818.72198724654,139209.39694326193,128181.27801275323
165000.00000000015,144330.99264832752,141000.59926481525,20669.007351672626,23999.4007351849
366999.9999999997,177148.23425803962,184959.9218492459,189851.7657419601,182040.0781507538
1199899.999999999,289732.0603020773,303542.89579098567,910167.9396979217,896357.1042090134
787499.9999999994,584733.0037580339,573586.0890908757,202766.99624196556,213913.91090912372
329940.00000000006,258967.4647555045,257319.22755634502,70972.53524449555,72620.77244365503
149900.0,161413.99564257378,159664.56689865695,-11513.995642573776,-9764.56689865695
409999.9999999997,250150.0442993593,268056.58010379766,159849.95570064042,141943.41989620205
181049.99999999985,167479.28418412822,165258.37903479853,13570.715815871634,15791.62096520132
67999.99999999999,131095.26110355955,124981.46596863291,-63095.26110355956,-56981.465968632925
210000.0,219381.8150748544,222461.19067304782,-9381.815074854414,-12461.190673047822
271999.9999999999,193304.7677374475,198833.17437921563,78695.2322625524,73166.82562078425
310000.0000000002,292725.88196048484,295681.9318246562,17274.118039515335,14318.068175343971
199999.99999999997,200295.34828102577,197375.56465646595,-295.3482810257992,2624.4353435340163
390000.00000000035,308949.2208405639,298735.02972724504,81050.77915943647,91264.97027275531
427000.00000000035,314849.8954218854,330254.9740689278,112150.10457811493,96745.02593107254
159749.99999999994,114688.88303727996,109404.70018063622,45061.116962719985,50345.29981936372
139000.00000000003,210243.88774437472,204889.8825367949,-71243.88774437469,-65889.88253679487
144000.0,155410.7876435073,151624.16431582594,-11410.787643507298,-7624.164315825939
613999.9999999997,881439.8370769314,968293.5698783351,-267439.8370769317,-354293.56987833546
142500.00000000012,243942.64217047396,245163.37636815236,-101442.64217047385,-102663.37636815224
334000.0000000002,133716.91845475542,134624.16578859548,200283.08154524476,199375.8342114047
1539999.9999999988,1348300.2957434668,1690000.0,191699.70425653202,-150000.00000000116
130000.00000000009,229597.6261197006,234365.94710925285,-99597.62611970052,-104365.94710925277
560000.0000000003,540208.6572085825,597559.8370584123,19791.342791417846,-37559.83705841191
134999.99999999997,123839.33407152489,123150.73994630783,11160.665928475079,11849.260053692138
165000.00000000015,192026.0972156059,195336.58713172405,-27026.097215605754,-30336.587131723907
127199.99999999999,168725.3456846805,170674.8788232139,-41525.34568468052,-43474.878823213905
114999.99999999991,128093.52634099648,125191.06029530962,-13093.52634099657,-10191.060295309711
371000.00000000006,348929.83228859026,340100.0862348364,22070.1677114098,30899.913765163685
1370000.0000000007,590877.1032271384,601649.7841369691,779122.8967728623,768350.2158630316
379999.9999999999,228451.98392037797,242386.56750131675,151548.0160796219,137613.43249868313
294999.9999999998,196862.36982026743,196416.14025055044,98137.6301797324,98583.85974944939
89000.00000000004,148983.3551815512,141857.65589671713,-59983.355181551146,-52857.655896717086
249000.00000000006,296509.6659536582,287396.63364979916,-47509.665953658114,-38396.6336497991
870000.0000000006,807922.040366012,834582.0491510221,62077.95963398856,35417.95084897848
375000.00000000006,221861.14518109124,208814.06339105323,153138.85481890882,166185.93660894682
278000.0000000002,223232.2397842899,212770.81139359524,54767.76021571027,65229.18860640493
259999.9999999998,218246.87117826703,214243.34047792113,41753.12882173277,45756.65952207867
360000.0000000001,266438.69532078924,258301.22942526298,93561.30467921088,101698.77057473714
444999.9999999997,379444.97235433594,384260.48795981874,65555.02764566377,60739.51204018097
330000.0000000001,335031.7150916211,318068.9399363461,-5031.715091620979,11931.060063654033
995000.0,608651.768074247,621969.3111932727,386348.23192575295,373030.6888067273
202999.9999999999,90199.31329035886,86454.4853255416,112800.68670964106,116545.51467445832
318000.0,402133.25237517053,352162.814178576,-84133.25237517053,-34162.814178575994
225000.00000000015,410692.9100576338,397369.3094194556,-185692.91005763368,-172369.30941945544
228000.00000000003,168589.72622889958,185301.36593231486,59410.273771100445,42698.63406768517
189999.9999999999,231315.31257878657,233981.5061643289,-41315.31257878666,-43981.50616432898
114999.99999999991,117852.1752669486,118763.87982371957,-2852.1752669486887,-3763.8798237196606
599000.0,490330.7776622249,475722.07749514846,108669.2223377751,123277.92250485154
223000.00000000003,223432.14441840342,226953.3636033719,-432.14441840338986,-3953.363603371865
375000.00000000006,486234.7258021614,480362.81428751926,-111234.72580216132,-105362.8142875192
420000.0,290731.71849974967,277491.55632764025,129268.28150025033,142508.44367235975
189999.9999999999,241466.70904385843,234709.6755275049,-51466.709043858515,-44709.675527504995
95999.99999999996,147844.09701430303,148908.58087598043,-51844.09701430307,-52908.58087598048
47849.99999999999,100535.64711086058,99429.80156242319,-52685.647110860584,-51579.8015624232
756000.0,677626.025840978,706918.0663962854,78373.97415902198,49081.93360371457
308000.0000000001,210080.4478304006,213496.2632772949,97919.55216959951,94503.73672270522
270000.00000000006,294429.424967434,301007.2834118802,-24429.424967433966,-31007.28341188014
299000.00000000006,306583.16276993445,304266.30431300384,-7583.162769934395,-5266.304313003784
253000.0000000001,211254.4609432707,209374.46042131126,41745.53905672938,43625.539578688826
149800.00000000003,177865.11395027686,176592.00800467556,-28065.113950276835,-26792.008004675532
299000.00000000006,370001.93558005063,364819.38154401165,-71001.93558005057,-65819.38154401159
202000.0000000001,179768.52087501928,176051.60567145102,22231.479124980804,25948.394328549068
167999.9999999999,137430.22917946306,136169.7556327161,30569.770820536854,31830.244367283827
388500.0,335494.59713347786,377512.24450397,53005.40286652214,10987.755496029975
480000.00000000006,734873.4680569586,731436.7279387858,-254873.46805695858,-251436.72793878574
119989.99999999996,322537.6374634417,343612.855357334,-202547.63746344176,-223622.85535733408
142000.0,122924.2395121219,124906.68489081235,19075.7604878781,17093.31510918765
77999.99999999994,144217.54536509514,133386.8551606066,-66217.5453650952,-55386.85516060665
435000.0,235266.2866052165,237087.93381604776,199733.7133947835,197912.06618395224
128500.00000000004,103211.84295910974,100399.42349464339,25288.157040890306,28100.576505356657
737000.0000000002,404234.60641755833,408795.332720066,332765.3935824419,328204.6672799342
222499.99999999988,246050.1962481945,246258.14336925145,-23550.19624819461,-23758.14336925157
95400.00000000003,170197.02314850054,187485.72302568812,-74797.0231485005,-92085.72302568809
568999.9999999995,344577.8080791346,340979.4868441515,224422.19192086492,228020.51315584802
479000.00000000035,458549.6348701409,490675.0893084052,20450.365129859478,-11675.08930840483
92000.00000000007,123042.46070795003,119418.53155858358,-31042.460707949955,-27418.531558583505
674999.9999999998,544479.5435813054,565511.7641354781,130520.45641869435,109488.2358645217
171999.99999999988,215966.98565178626,220969.36782508544,-43966.98565178638,-48969.36782508556
844999.9999999993,409761.8854587389,386136.19551705726,435238.1145412604,458863.80448294204
120000.00000000004,283751.280909515,264845.6146447641,-163751.28090951493,-144845.61464476405
299000.00000000006,208415.0424327081,206854.73902356924,90584.95756729195,92145.26097643081
460000.0000000002,343251.87780714873,354629.7791825444,116748.12219285144,105370.22081745579
979999.9999999997,352436.21576434793,340257.8688021619,627563.7842356517,639742.1311978378
244999.99999999997,168527.95833268884,170481.75239046686,76472.04166731113,74518.24760953311
189900.00000000015,199472.45480046718,199937.7509813812,-9572.454800467036,-10037.750981381047
84999.99999999996,135710.55359843478,138171.46737596206,-50710.553598434824,-53171.46737596211
649999.9999999995,571177.057409814,578067.9900208705,78822.94259018556,71932.00997912907
242499.99999999997,213236.05877693626,208575.56901114638,29263.94122306371,33924.43098885359
349999.9999999997,192701.1421134295,202995.07487773112,157298.85788657021,147004.92512226859
242000.00000000017,215732.6619124071,222951.99170748927,26267.33808759309,19048.0082925109
316999.9999999999,251179.49517137633,241352.79963117812,65820.50482862355,75647.20036882177
162180.0000000001,228781.36497109378,232440.6377154019,-66601.36497109369,-70260.63771540183
33999.99999999999,117817.92444524917,113776.25724870902,-83817.92444524917,-79776.25724870904
478399.99999999965,197195.47551726314,210546.45989234245,281204.5244827365,267853.5401076572
590000.0000000003,565646.7329336662,552547.9338348075,24353.26706633414,37452.06616519287
