nb_rooms,nb_bedrooms,nb_parking_places,nb_boxes,nb_photos,has_a_balcony,nb_terraces,has_a_cellar,has_a_garage,has_air_conditioning,last_floor,upper_floors,price,has_energy_cert,has_ghg_value,dist_paris,dist_lyon,dist_marseille,dist_toulouse,dist_bordeaux,dist_nice,dist_nantes,dist_lille,dist_min_ciudad,log_size,property_group_appartement,property_group_lujo,property_group_maison
5.0,3.0,1,0,21,1,0,1,0,0,0,0,195000,1,1,288.52995866062446,349.4452744530388,610.3102669049036,682.4817834568124,679.5406063949803,565.1507583646753,607.6477555386975,312.66123138973023,288.52995866062446,4.852030263919617,False,False,True
10.0,6.0,1,0,7,0,1,0,1,0,0,0,1220000,1,1,689.8878977231984,300.929229179728,144.632273649612,456.4221875256201,628.1662561302627,17.48289317853211,786.7749157903497,839.8638117699373,17.48289317853211,5.860786223465865,False,True,False
3.0,2.0,0,0,9,0,0,0,0,0,0,0,378000,1,1,595.3456009455483,252.14739295813268,126.55301965328275,194.5639220399869,379.3734474563878,273.85670159571373,582.8895739263992,783.4165778540095,126.55301965328275,4.499809670330265,True,False,False
5.0,3.0,0,0,10,0,0,0,1,0,0,0,100000,0,0,192.08888307661965,341.7163825362358,616.6654033457374,641.8479624325755,613.0706884283751,596.2892734296888,517.6773925668598,242.4980829897695,192.08888307661965,4.543294782270004,False,False,True
3.0,2.0,0,0,6,0,0,0,0,0,0,0,184000,1,1,579.382115166657,218.2374596689082,101.35980471808013,234.9858063294891,407.72283736403676,234.08511254774027,594.2099027581006,762.1091823690349,101.35980471808013,4.430816798843313,True,False,False
4.0,2.0,0,0,19,0,1,0,0,1,0,0,219400,1,1,635.9651584680521,259.9905724169038,36.77853131971447,283.51846675256627,468.3459744412242,188.7445072243474,660.2068615253318,813.5120629816653,36.77853131971447,4.2626798770413155,True,False,False
4.0,2.0,0,0,10,0,0,1,1,0,0,0,64200,1,0,284.54107323068536,410.44764202120405,598.9130291762325,395.9276221939456,238.34717385517632,687.5730681959903,104.55731859419078,472.70348032533764,104.55731859419078,4.290459441148391,False,False,True
8.0,5.0,0,0,10,0,0,1,1,0,0,0,95000,1,0,266.1343622947076,389.773393310282,584.6569663649931,393.04470760868867,246.65063382020656,669.6671527697523,126.08053217460926,457.70663335641683,126.08053217460926,4.836281906951478,False,False,True
7.0,5.0,0,0,10,0,1,0,1,0,0,0,397000,1,0,241.77556869983886,370.2970277979535,574.7165529447794,398.0607398347971,264.1719181067845,654.3139660299244,149.32173819848038,436.27315571171135,149.32173819848038,5.303304908059076,False,False,True
6.0,4.0,1,0,10,0,1,1,1,0,0,0,96000,0,0,264.98903453898464,381.2546749628217,576.1960578573722,386.81645020647045,244.12954020673976,660.9845591440727,134.33096165155888,458.2113513526204,134.33096165155888,4.61512051684126,False,False,True
4.0,3.0,0,0,7,0,1,1,0,0,0,0,68500,1,0,284.32004286439553,410.79660472720605,599.393520641121,396.45721403797063,238.80400548609273,687.9968566067292,104.2176110937695,472.3856928336034,104.2176110937695,4.51085950651685,False,False,True
11.0,5.0,0,0,10,0,0,1,1,0,0,0,190000,1,0,255.38846448967914,372.9586886337377,571.735603334302,388.44947756822125,251.03797563726908,654.3746175335064,143.61307773107515,449.8058110443473,143.61307773107515,5.327876168789581,False,False,True
5.0,3.0,0,0,10,0,0,1,0,0,0,0,60000,0,0,294.25368990787655,427.22549636256656,613.2382317714416,404.129950655668,239.3066110953328,703.4504874695907,87.76806893200498,479.14614236628745,87.76806893200498,4.553876891600541,False,False,True
8.0,5.0,0,0,10,0,0,1,1,0,0,0,141600,1,0,284.298947482388,408.0710431822521,596.4168226538391,393.8645234921645,237.14623655777,685.0829949708209,106.92125113506471,472.98718940681243,106.92125113506471,5.111987788356544,False,False,True
3.0,2.0,0,0,5,0,1,1,0,0,0,0,118450,1,1,92.1444310005555,417.70894093347147,694.3657106667729,658.3245932035719,585.3529525461944,698.302894535805,433.98046545776293,140.15055879347847,92.1444310005555,4.2626798770413155,False,False,True
5.0,2.0,0,0,10,0,0,0,1,0,0,0,91000,1,0,286.84158607725306,420.06860193080536,608.5201103723136,403.3564391371836,242.2116350370405,697.3931522376134,95.00899036318881,472.8820562044366,95.00899036318881,4.330733340286331,False,False,True
5.0,4.0,1,0,7,0,1,0,1,0,0,0,247500,0,0,624.4391366165036,307.3773871675165,178.455742322747,143.8952292557152,346.32118249775294,334.05642654861487,573.6544142386826,818.4342479605452,143.8952292557152,4.61512051684126,False,True,False
8.0,4.0,0,0,10,0,0,1,1,0,0,0,183000,1,0,281.78064589736044,375.66816014728386,562.867396161579,367.41822201752365,224.38580575710984,651.3110195067229,139.68528338252065,476.7023623944297,139.68528338252065,5.225746673713202,False,False,True
5.0,3.0,0,0,10,0,0,1,0,0,0,0,60000,0,0,294.90673106278587,427.25557384258946,612.9813811601313,403.58714697447937,238.61543548253914,703.333053246542,87.7508464106027,479.85102738442475,87.7508464106027,4.553876891600541,False,False,True
7.0,4.0,0,0,10,0,1,0,0,0,0,0,270000,1,0,239.07537709813124,389.738538098585,595.8150547480716,416.05514043470583,274.8500111317205,674.894777359901,133.9562956244883,429.36538747568653,133.9562956244883,5.351858133476067,False,False,True
2.0,1.0,0,0,4,0,0,0,0,0,0,0,68000,1,1,78.87302132001719,381.0831199310729,657.476001720886,623.526994432446,556.7387388831424,663.532465857631,419.5594910958876,177.33098437493453,78.87302132001719,3.713572066704308,True,False,False
8.0,4.0,0,0,10,0,0,1,1,0,0,0,183000,1,0,280.9979798194976,375.01228047512603,562.5405819128478,367.58456384503876,224.98685216017068,650.8106779297087,140.28952987255772,475.99813863938334,140.28952987255772,5.225746673713202,False,False,True
4.0,3.0,0,0,10,0,0,0,1,0,0,0,106500,0,0,254.8344752184051,373.09969867175755,572.1161589281219,389.03882437276803,251.65999194671792,654.6343410040693,143.58294120376038,449.20741456267893,143.58294120376038,4.61512051684126,False,False,True
4.0,3.0,0,0,7,0,0,0,1,0,0,0,127200,1,0,285.8395825468767,413.92068378618353,602.1586844709187,398.1564123008441,239.15782088655257,691.0053540646527,101.08863133145574,473.2875976850207,101.08863133145574,4.584967478670572,False,False,True
5.0,2.0,0,0,10,0,0,0,1,0,0,0,91000,1,0,287.65165346254213,420.5591408977381,608.70886698834,403.13950311808765,241.6752444794994,697.7402537169011,94.48976774796087,473.638218297857,94.48976774796087,4.330733340286331,False,False,True
9.0,4.0,0,0,17,0,0,0,0,0,0,0,205920,1,1,324.0700493423876,414.67596849499415,585.2268038940825,364.62628975834645,197.63053668762413,682.2349096593263,109.92735526491319,514.269594139935,109.92735526491319,4.983606621708336,False,False,True
5.0,4.0,0,0,10,0,0,0,1,0,0,0,85500,1,0,284.48791440599155,409.81440773822203,598.2421186508835,395.3657385409732,238.01074174648988,686.9066985335462,105.18611927038097,472.79221986905696,105.18611927038097,4.564348191467836,False,False,True
4.0,3.0,0,0,7,0,0,1,0,0,0,0,33500,1,0,280.12414522142063,411.4610634842942,601.9627783780418,400.7619110631606,243.74286257068462,689.6417998953034,103.82348166549241,467.72671848939194,103.82348166549241,4.23410650459726,False,False,True
5.0,3.0,0,0,6,0,0,0,0,0,0,0,48500,1,0,278.48620710320057,418.6128878903021,610.5418161279866,409.17528485267013,250.23055526831962,697.6562812410921,97.33124925449297,464.2033922852106,97.33124925449297,4.219507705176107,False,False,True
4.0,3.0,0,0,7,0,0,0,1,0,0,0,127200,1,0,285.72106257244275,414.6513214450201,603.0166862056242,398.97455814380623,239.76315839667475,691.8168092783484,100.37056103398481,472.98676536940343,100.37056103398481,4.584967478670572,False,False,True
3.0,2.0,0,0,10,0,1,0,0,0,0,0,179000,1,0,238.56459178463294,403.2469181942386,610.2605859531402,428.4015672303724,282.6096411499748,689.0626901993679,124.19375660927913,425.4402475989227,124.19375660927913,4.836281906951478,False,False,True
5.0,4.0,0,0,10,0,0,0,1,0,0,0,85500,1,0,284.30771573451216,410.41158580111727,598.9765507612983,396.0973740876207,238.5764501910683,687.5871144427406,104.59861537467077,472.46152486394226,104.59861537467077,4.564348191467836,False,False,True
4.0,2.0,0,0,10,0,0,1,1,0,0,0,90000,0,0,265.9298467421637,390.49173544283485,585.5052840529344,393.8457001505685,247.2066024724687,670.4654303548486,125.4339222995952,457.34187362944976,125.4339222995952,4.394449154672439,False,False,True
4.0,2.0,0,0,10,0,1,0,0,0,0,0,89500,0,0,265.74650927236513,389.6412108352091,584.6839700642388,393.2662521767525,246.99701346696676,669.6104929101048,126.26117853680365,457.32684478568206,126.26117853680365,4.330733340286331,False,False,True
6.0,4.0,0,0,9,0,1,0,1,0,0,0,171900,1,0,253.91331177776382,411.745189843271,613.2870202245318,423.4925072197368,271.8121219190398,695.2582887417814,110.69445316075027,439.52789304969986,110.69445316075027,4.624972813284271,False,False,True
1.0,1.0,0,0,6,0,0,0,0,0,0,0,76500,0,0,691.4166535515732,302.4053593871364,144.65840860869355,456.84913727788773,628.9349126503015,18.41611009013752,787.9471598590228,841.4518971747447,18.41611009013752,2.5649493574615367,True,False,False
4.0,3.0,1,0,2,0,1,0,0,0,0,0,606000,0,0,966.084430954958,579.979444444783,370.64610397559807,678.6733338394253,874.6269862813946,281.95460488144846,1059.0781725454708,1105.432620800772,281.95460488144846,4.584967478670572,True,False,False
4.0,3.0,0,0,15,0,0,0,1,0,0,0,379800,1,1,439.7072287454696,454.8337245307503,569.343574297189,297.89342278073707,94.65050938168142,688.3946322285468,181.23784885533442,632.572030048023,94.65050938168142,4.624972813284271,False,False,True
9.0,4.0,0,0,10,0,1,1,1,0,0,0,124000,1,0,284.59130863682276,409.55259318427494,597.9094397377809,395.0239875386156,237.73729183324136,686.6028760764406,105.44415182055,472.96304561612567,105.44415182055,5.049856007249537,False,False,True
9.0,4.0,0,0,10,0,1,1,1,0,0,0,124000,1,0,284.16159389975223,409.32321993824047,597.848144663158,395.18088700835216,238.05932404440264,686.454446938545,105.67975572517228,472.55513091181155,105.67975572517228,5.049856007249537,False,False,True
3.0,2.0,0,0,20,0,0,1,0,0,0,0,1445000,1,1,3.0260870317615147,394.33819770226256,663.1500057402437,589.789559549862,499.96667189215503,688.0364070289717,341.7523974839465,202.1984953957286,3.0260870317615147,4.61512051684126,True,False,False
4.0,2.0,0,0,10,0,0,1,0,0,0,0,1095000,1,1,3.959105813891914,395.4539264446874,664.3730566602909,591.2045444828597,501.30639854814655,689.061042918127,342.6547944311665,200.79223624085148,3.959105813891914,4.59511985013459,True,False,False
13.0,10.0,0,0,9,0,0,0,0,0,0,0,225500,0,0,429.15711223589534,676.8521170364086,866.2908207834133,627.877617803354,425.84978573828454,958.1638992331002,171.21256134942018,540.8570382631793,171.21256134942018,7.8636512654486515,False,False,True
5.0,3.0,0,0,13,0,0,0,0,0,0,0,288000,1,1,49.22363763737916,353.7822078800005,626.8730422377829,576.7167268232013,505.7056749168892,643.8420789481727,374.08689334850925,216.53373105196624,49.22363763737916,5.170483995038151,False,False,True
12.0,6.0,0,0,9,0,1,0,0,0,0,0,430000,1,1,510.3171160981109,132.87644198602305,150.1661804025142,284.86991062927217,421.9937579713629,222.2374117734196,569.4020536129268,685.4578811427097,132.87644198602305,5.545177444479562,False,False,True
6.0,4.0,0,0,1,0,0,0,0,0,0,0,1248000,1,1,393.56951334310537,577.998398894723,751.1979403490657,506.6341122955405,305.6834801131136,850.0760147760792,63.75363904271901,544.6121629514765,63.75363904271901,5.198497031265826,False,False,True
4.0,2.0,0,1,12,0,0,0,0,0,0,0,140000,0,0,564.5859519200626,381.9743467104022,376.52172339885317,63.35960566339004,149.62068387847324,521.4467177450828,411.0385346910583,768.0656095166777,63.35960566339004,5.5254529391317835,False,False,True
10.0,5.0,0,1,8,0,1,0,0,0,0,0,264950,1,1,552.8606292779449,374.9648762607951,377.96805762153616,69.76524538562424,141.9047273933337,521.0632096377136,400.5632467664153,756.349852368497,69.76524538562424,5.375278407684165,False,False,True
8.0,4.0,0,1,8,0,0,0,0,0,0,0,398000,1,1,560.612543613915,395.59937324356235,399.8717485766232,87.20016750262683,127.70555238874574,543.70577202696,393.56409497744784,764.0845429824992,87.20016750262683,5.655991810819852,False,False,True
8.0,4.0,0,1,10,0,1,0,1,0,0,0,374000,0,0,553.1491978278341,375.4717424456607,378.4044345395161,70.01490258041146,141.67205743050417,521.5376296763086,400.5261971677222,756.6402627284696,70.01490258041146,5.303304908059076,False,False,True
2.0,1.0,0,0,9,0,0,0,0,0,0,0,69200,1,1,186.50484917423714,518.7763044308297,796.3492786688576,766.3619893147825,685.7886229407646,790.0160038619224,509.8591360558811,46.096584837897524,46.096584837897524,8.39931015075952,True,False,False
5.0,4.0,0,0,22,0,0,0,0,0,0,0,699000,1,1,579.3377480189121,227.69367194452013,116.69981786485963,213.58511536216432,389.3433327282219,254.98962432770682,582.0107544162645,764.8835425441724,116.69981786485963,5.14166355650266,False,True,False
2.0,1.0,0,0,10,0,0,0,0,0,0,0,60910,1,1,508.4060708369724,758.7930563559602,941.2328461474674,690.3994057468309,482.77962509520006,1037.4603936670765,247.8102490658027,606.6898235945155,247.8102490658027,3.5553480614894135,True,False,False
15.0,8.0,0,1,5,0,0,0,1,0,0,0,945000,0,0,565.0517474387528,405.73968033578234,410.24398180334697,96.08422883669127,122.270319192003,554.4678663680108,391.11337827508373,768.4406624516475,96.08422883669127,6.46302945692067,False,True,False
5.0,3.0,0,0,8,0,0,0,1,0,0,0,272000,1,0,68.82928291999595,440.73828075989013,714.5845312886744,655.8092273420689,567.3235524110969,728.1919458295915,397.17469406916905,134.94609889574116,68.82928291999595,4.836281906951478,False,False,True
3.0,2.0,0,0,1,0,0,0,0,0,0,0,284211,0,0,443.85330860918407,82.75007259368682,266.9202191265354,420.0399574245698,514.7943090510454,243.1005373977923,595.7493574919444,590.3060516062344,82.75007259368682,4.204692619390966,True,False,False
4.0,3.0,0,0,8,0,0,0,0,0,0,0,64200,0,0,298.62638170875715,427.16216740113964,611.2111093572661,400.2140791703082,234.4736568030446,702.3663285922232,88.06403665367948,483.9319602497493,88.06403665367948,4.948759890378168,False,False,True
2.0,1.0,0,0,7,0,0,0,0,0,0,0,61000,0,0,281.0856256176276,183.248677881658,401.9147914836432,317.0490434449663,298.6524859807017,467.79313753607255,331.74803338418553,478.67959494374264,183.248677881658,4.6443908991413725,False,False,True
5.0,3.0,0,0,10,0,1,1,1,0,0,0,75000,1,0,265.3709851109325,389.57745747088666,584.7779211693479,393.5363056976689,247.3625109575134,669.6229585793208,126.37691036523607,456.94584094921765,126.37691036523607,4.553876891600541,False,False,True
10.0,7.0,0,0,9,0,0,0,0,0,0,0,550000,1,1,562.3029356810938,188.46345564503852,100.42487646583515,268.33549632195206,429.62984343156313,207.04870671432937,600.4174177372113,739.9711534770322,100.42487646583515,5.5254529391317835,False,False,True
4.0,2.0,0,0,19,0,0,0,0,0,0,0,44000,0,0,323.6728071749651,216.5879998197884,395.13916433594267,265.46760011188104,239.9360550577433,480.46451180647557,309.34680544452266,525.2669863905227,216.5879998197884,4.663439094112067,False,False,True
10.0,4.0,0,0,9,0,0,0,0,0,0,0,130000,0,0,336.1038006777295,305.139146898174,552.0832826805229,653.9887938190143,674.0784568202794,496.2676026241665,633.1581493011226,385.1291218765422,305.139146898174,5.638354669333745,False,False,True
3.0,2.0,0,0,16,0,0,0,0,0,0,0,35000,0,0,665.8447357930861,438.62922010835433,358.8557650217287,82.59032514725614,244.45665348194342,515.5431817410063,514.829417243132,868.8872318248386,82.59032514725614,4.394449154672439,False,False,True
5.0,3.0,0,1,20,0,0,0,0,0,0,0,124000,1,1,661.919670175599,426.3717230860375,342.39902539760413,74.89694795694038,251.68549775769688,499.1657594034306,519.6174858926009,864.62676787598,74.89694795694038,5.081404364984463,False,False,True
4.0,3.0,0,1,13,0,0,0,0,0,0,0,148400,1,1,563.9461110978679,390.12643699113687,388.87726577555713,75.43081960890228,138.909599750298,533.450760437148,403.0367339818757,767.4549213208488,75.43081960890228,4.51085950651685,False,True,False
12.0,7.0,0,1,11,0,1,0,0,0,0,0,1350000,1,1,563.0555497082217,389.36450008959315,388.63797202086835,75.50007827877819,138.5562760378221,533.0850349142361,402.4315325918769,766.5644546631987,75.50007827877819,6.621405651764134,False,False,True
7.0,5.0,0,0,30,0,1,1,0,0,0,0,380000,1,1,602.7931680701504,212.25905307788378,82.53028902435004,350.506877103281,514.0776393811051,122.41219175910014,674.5366601946395,767.5863888788142,82.53028902435004,5.214935757608986,False,False,True
6.0,4.0,0,0,8,0,1,0,0,0,0,0,128000,1,0,196.26186104680016,274.29382149306736,507.0520626243233,392.6046758396998,315.9043799278115,567.754910494416,257.3687633367498,399.63847692656276,196.26186104680016,5.081404364984463,False,False,True
7.0,3.0,0,0,5,0,0,0,0,0,0,0,83500,1,0,289.27932733058,251.63654461969438,443.308998226964,299.81381752368986,238.4950718427549,525.3230578528038,265.9020259946675,492.54397204541823,238.4950718427549,4.812184355372417,False,False,True
2.0,1.0,0,0,6,0,0,0,0,0,0,0,52500,1,0,237.08333852946643,208.49962945481798,442.7395933467698,357.07799051349224,318.5220458637013,500.9520486586034,313.01754019613685,435.7569411188036,208.49962945481798,3.8501476017100584,False,False,True
8.0,4.0,0,0,9,0,1,0,0,0,0,0,249000,0,0,207.00453929801336,240.67962665245437,478.3114975636355,382.40338425921624,325.0579336743147,535.0767740236128,289.33092765559854,408.2181517830074,207.00453929801336,5.351858133476067,False,False,True
5.0,4.0,0,0,9,0,0,0,0,0,0,0,77000,0,1,202.4890012151602,273.00733164767087,503.3863776228989,386.5239111041521,309.8927170161369,565.6259177396482,255.66419018437387,405.88809008138026,202.4890012151602,4.634728988229636,False,False,True
4.0,3.0,0,0,9,0,0,0,0,0,0,0,102300,0,0,226.08363675815323,372.9793689343516,583.7094805240935,413.3077119383591,281.1042865491788,659.8539803831509,152.92470740984143,419.6376636657286,152.92470740984143,4.634728988229636,False,False,True
6.0,5.0,0,0,9,0,0,0,0,0,0,0,82000,1,0,173.8751460801386,231.50714152066945,489.9320365952936,427.7938259874859,381.90732256753427,529.606081248212,331.2621286381199,367.605236884404,173.8751460801386,4.6443908991413725,False,False,True
2.0,1.0,0,0,9,0,0,0,0,0,0,0,37000,0,1,173.06536078188446,231.93994296313048,490.6024493121258,428.7564731731815,382.79657440302304,530.0361673712192,331.62492716406604,366.68974704916144,173.06536078188446,4.110873864173311,False,False,True
4.0,2.0,0,0,9,0,0,0,0,0,0,0,35000,0,0,314.1825951222862,183.19498178434063,379.5344798431184,282.5418218938858,274.5318171284828,455.4168164362857,336.39858958116474,512.7438052777972,183.19498178434063,4.189654742026425,False,False,True
8.0,4.0,1,0,10,0,0,0,0,0,0,0,365000,1,1,455.4091195057705,69.35055408804224,232.2100992501979,380.0988286948296,483.8182845054991,230.56806782278292,581.6593969125267,611.9624947876316,69.35055408804224,5.198497031265826,False,False,True
4.0,3.0,0,0,13,0,0,0,0,0,0,0,262000,1,1,367.5792103985891,566.7263775199931,748.9022094502992,513.9413843026175,317.87552924025175,843.3143611402305,53.86269576670375,516.3938654304219,53.86269576670375,4.875197323201151,False,False,True
6.0,4.0,0,1,6,0,1,0,0,0,0,0,107000,0,0,334.7103711363621,239.57418663080176,486.78134297840927,591.7657944634778,622.8440918985833,437.6659101895333,604.5641778065599,417.5509262142556,239.57418663080176,4.663439094112067,False,False,True
3.0,2.0,0,0,8,0,0,1,1,0,0,0,219000,0,0,690.9091398127431,301.98254601255024,145.30494424695644,457.2894753506076,629.1614290040477,17.445489999244288,787.8587593297397,840.8001711363054,17.445489999244288,4.189654742026425,True,False,False
6.0,4.0,0,0,9,0,0,0,0,0,0,0,279900,1,1,49.978882423383965,432.0238760103334,704.1417168403146,638.1014886902389,546.749896965098,722.1100143118448,376.22942358767216,153.86067674326836,49.978882423383965,4.875197323201151,False,False,True
6.0,4.0,1,0,10,0,0,0,0,0,0,0,300000,0,0,632.5852172544454,454.0505042261371,418.69111115656096,104.30916408319007,174.75357095993954,570.8780361655763,449.4604593489712,836.0105621712966,104.30916408319007,5.25227342804663,False,False,True
3.0,2.0,0,0,20,1,0,1,0,0,0,0,1150000,1,1,3.340583400562371,394.8045315184331,663.8187942824719,591.0772204588147,501.50664006594656,688.3488283108409,343.30010469876146,200.79209193825707,3.340583400562371,4.343805421853684,True,False,False
8.0,4.0,1,0,14,0,1,0,1,0,0,0,858000,1,1,599.1510446288875,218.73058047639032,61.47493079009305,291.98139745165696,463.49839238516523,176.64233468475663,640.1448167912306,773.8972552520249,61.47493079009305,5.3981627015177525,False,False,True
4.0,2.0,1,0,3,0,0,0,0,0,0,0,75900,0,0,117.40401393534223,429.41036327505515,706.7796003884877,679.3508424646714,609.7146360680334,705.408234774396,458.8768877527203,127.6197273566329,117.40401393534223,4.969813299576001,False,False,True
4.0,3.0,0,0,3,0,0,0,0,0,0,0,245000,0,0,21.49029556140856,372.96500337482206,640.5813176746395,566.8114337098239,480.3336071878658,667.687269327358,332.2583791195394,224.41880560412216,21.49029556140856,4.406719247264253,True,False,False
3.0,2.0,0,0,8,0,0,0,0,0,0,0,91000,1,1,115.99323262511082,277.1816863060541,549.8710067060665,512.4195989323042,462.9018842899857,569.2450853551378,375.04343714906145,289.9073473514069,115.99323262511082,4.564348191467836,False,False,True
6.0,5.0,0,1,15,0,0,0,0,0,0,0,236000,1,1,190.69914500710252,266.8328044263464,503.88692768891735,397.4685498531831,325.8980550600055,561.5247592857602,268.56587181045114,393.6485617016357,190.69914500710252,5.25227342804663,False,False,True
1.0,1.0,0,0,3,0,0,0,0,0,0,0,70000,1,1,690.4356934303617,301.45258807146433,144.58601353249975,456.52708948167106,628.402050018029,17.859965897277874,787.1702869386941,840.4430497166463,17.859965897277874,6.52649485957079,True,False,False
2.0,1.0,0,0,3,0,0,0,0,0,0,0,128000,0,0,58.057495753548444,377.0802768815417,652.1137958551338,608.6760932018814,537.3956066550863,663.3751144229873,397.8801913525043,186.4422774637422,58.057495753548444,4.61512051684126,False,False,True
7.0,3.0,0,1,12,0,1,1,0,0,0,0,167000,1,1,132.40650946351488,271.5575064131083,532.1841826523699,462.3412633893402,400.6617790600714,569.4172803125098,318.40371902553267,329.4459999654873,132.40650946351488,5.14166355650266,False,False,True
4.0,3.0,1,0,10,1,1,1,0,0,0,0,299000,1,1,699.9185474223253,311.5908761231658,52.27176181865136,368.1378261950001,557.1143910128302,128.20148904500735,746.0985096235889,867.9475238898353,52.27176181865136,4.31748811353631,True,False,False
4.0,2.0,0,0,9,0,0,0,0,0,0,0,112000,1,1,131.68834466217297,272.16834249185274,532.8699677574787,463.01958836083276,401.156957828192,570.0161900214517,318.4093029238588,328.7451061252617,131.68834466217297,4.418840607796598,False,False,True
4.0,3.0,0,0,8,0,0,0,0,0,0,0,66000,1,1,139.6801527429669,262.1144916978749,523.5569438429187,458.05505144777,400.8399987654526,559.9117806940517,325.13578914127675,334.87047399619763,139.6801527429669,4.51085950651685,False,False,True
7.0,4.0,0,0,10,0,1,0,0,0,0,0,176000,1,1,139.88979129308072,261.63614054012214,523.2121444814463,458.1298391455532,401.2155645007036,559.4168839273464,325.79151129615497,334.90292892566663,139.88979129308072,4.948759890378168,False,False,True
6.0,3.0,0,1,10,0,0,0,0,0,0,0,240000,1,1,131.3247787905713,272.15814776601377,533.0441090830116,463.5885475286222,401.8804723658776,569.9823826221436,319.049744478248,328.23467807314734,131.3247787905713,4.770684624465665,False,False,True
5.0,4.0,0,0,9,0,0,0,0,0,0,0,120000,0,0,644.5972959409833,254.9665584518931,50.72808459302809,355.0031190240839,530.9815795692335,114.17144517695687,704.7182870955917,810.8636186183021,50.72808459302809,4.61512051684126,False,False,True
3.0,2.0,0,0,6,0,1,0,0,0,0,0,158000,1,1,393.61943256456294,46.551758620385705,296.4123758019745,405.47879999697153,480.5319246371368,291.65336639242526,546.6314591680208,546.2386294110447,46.551758620385705,4.189654742026425,False,False,True
